西岳华拳,拳法,西岳华拳门(乃昔年名门大派：华山派旁支)的著名外门武功，“华拳四十八，艺成行天涯”，华拳门共有四十八路拳脚器械，又分成艺、成、行、天、涯五个支派。共分为一十八路登堂拳，一十二路入室拳，还有一十八路刀枪剑棍的器械功夫。,,西岳华拳门,飞狐外传
一路华拳,拳法,西岳华拳门的基本功夫。,,西岳华拳门,飞狐外传
铁莲功,腿法,凤阳府五湖门最擅长的武功，鞋尖上包以尖铁，只要踢中要害，立可取人性命，施展开时鸳鸯腿、拐子腿、圈弹腿、钩扫腿、穿心腿、撞心腿、单飞腿、双飞腿，层出不穷，越来越快。,,凤阳府五湖门,飞狐外传
追命毒龙锥,暗器,天龙门世代相传的暗器绝招，发出时既准又快，兼含剧毒，中者定在三个时辰毙命。,,天龙门,雪山飞狐
铁门闩刀法,刀法,平通镳局郑三娘的刀法，专门用于守御，三十六招内敌人难以进袭。,郑三娘,平通镳局,雪山飞狐
大擒拿手,擒拿,天龙门阮士中和胡斐两名僮儿交手时用的武功。,阮士中,天龙门,雪山飞狐
飞天神行,轻功,胡斐家传轻功绝技。,胡斐,,雪山飞狐
春蚕掌法,掌法,胡斐家传掌法，用于遭人围攻而大处劣势之时，不求有功，但求无过，招招全是守势，出手奇短，抬手踢足，全不出半尺之外，但招数绵密无比，周身始终不露半点破绽。,胡斐,,雪山飞狐
胡家刀法,刀法,胡斐家传刀法，缠、滑、绞、擦、抽、截六字诀变幻莫测，连刀柄、护手都能用于攻防。,胡斐,,雪山飞狐
苗家剑法,剑法,苗人凤家传剑法，到苗人凤手里后，威力发挥得淋漓尽致，独步天下。,苗人凤,,雪山飞狐
五虎刀,刀法,兴汉丐帮范帮主家传武功，一共九九八十一路。,范帮主,兴汉丐帮,雪山飞狐
龙爪擒拿手,擒拿,兴汉丐帮范帮主家传武功，共有二十三路，沾上身时直如钻筋入骨，敲钉转脚。不论敌人武功如何高强，只要身体的任何部位给他手指一搭上，立时就给拿住，万万脱身不得。,范帮主,兴汉丐帮,雪山飞狐
六合拳,拳法,太行山大盗吕通善用的拳法。,吕通,,连城诀
赤尻连拳,拳法,吕通和狄云交手时用的拳法，也是六合拳的一路，但杂入猴拳，变化更多端。,吕通,,连城诀
连城剑法,剑法,湘中武林名宿梅念笙赖以成名的剑法，招式全依唐诗取名，但未完全传给万震山、言达平跟戚长发三名弟子，后来万震山又将剑法改叫唐诗剑法传给弟子，戚长发传给狄云跟戚芳的剑法则改叫躺尸剑法，两种剑法的威力都比原来的连城剑法削弱许多。,梅念笙、万震山、戚长发,,连城诀
神照经,内功,湘中武林名宿梅念笙赖以成名的内功，他看出三名弟子心怀不轨后并未传授，遭三名弟子暗算围攻后，临死前把秘笈送给丁典，丁典又交给狄云。,丁典、狄云,,连城诀
无影神拳,拳法,丁典练成神照经后用来打死偷袭者的拳功。,丁典,,连城诀
血刀刀法,刀法,血刀门的镇派绝学，分为内功跟刀法两部分，全都记录在血刀经上，狄云在宝象死后从他尸身获得秘笈，在神照经大成后，于受困雪山时逐步练就。血刀刀法怪异至极，每招都是在决不可能的方位劈砍。,狄云、宝象,血刀门,连城诀
孔雀开屏,剑法,水岱传授给汪啸风的剑法，这套“孔雀开屏”翻来覆去共有九式，专取守势，包含“东展锦羽”、“西剔翠翎”、“南迎艳阳”、“北回晨风”等招式。,汪啸风,,连城诀
中平枪,枪法,花铁干赖以成名的枪法。,花铁干,,连城诀
岳家散手,拳法,相传为岳飞自创的拳招，花铁干曾用来攻击狄云。,花铁干,,连城诀
降龙十八掌,掌法,丐帮两大镇帮绝技之一，招式脱胎至易经，并对应天上二十八星宿，是萧峰继承帮主后从师父汪剑通处习得，因为后十招过于繁琐，经虚竹和萧峰删除重整后删为十八掌，并在萧峰死后由虚竹代传给下任帮主。,萧峰、虚竹、汪剑通,丐帮,天龙八部
六脉神剑,指法,大理段氏最高深的不传绝技，数代以来只有段誉有足够的内力施展，虽以剑为名，实际上是以一阳指为基础，化指力为无形剑气的绝学。和少林寺内功心法易筋经齐名。,段誉,大理段氏,天龙八部
凌波微步,轻功,逍遥派的轻功步法，是以动功修习内功，脚步踏遍六十四卦一个周天，内息自然而然的也转了下个周天，因此每走一遍，内力便有一分进益。李秋水收于无量山中，让段誉在偶然间取得练就。,段誉,逍遥派,天龙八部
北冥神功,内功,逍遥派的上乘内功之一，可吸收他人内力为己用，吸收的内力转化为刚柔并重、阴阳互济的北冥真气，有残缺分支：星宿派的“化功大法”与《笑傲江湖》中日月神教的“吸星大法”。完整版北冥神功秘籍共有三十六幅图，为李秋水收于无量山琅嬛福地中，让段誉在偶然间取得练就，另外虚竹于擂鼓山接受无崖子七十年北冥神功传承。其中因为段誉只练习了第一幅图，所以只能吸收异种真气而无法转化为北冥真气，最终流传为“吸星大法”；而虚竹只有北冥真气，所以无法吸收他人内力。,段誉、虚竹,逍遥派,天龙八部
小无相功,内功,逍遥派的上乘内功之一，本来逍遥子仅传给李秋水一人，但无崖子也获得李秋水私授，至于鸠摩智如何习得金庸只字未提，第三版丁春秋亦从李秋水处习得。小无相功精微渊深，且同为玄门正宗内功故可配合少林武学施展，最大特色为可强催内力、短时间内大幅提升爆发力以求速战速决，但时间一长便后继无力，原理如寅吃卯粮。与强调生生不绝、发力缓慢但愈战愈强的易筋经完全相反。,李秋水、无崖子、鸠摩智、丁春秋,逍遥派,天龙八部
生死符,暗器,逍遥派武学之一，名字来于“求生不得，求死不能”的简称，乃是以阴寒内力凝水成冰，更要炼制得薄如纸片，附上阴阳各异的内劲再打中不同穴位后，一旦打中人身后发作起来，奇痒剧痛会以八十一日为循环，逐步增强再逐步减退周而复始，唯有天山六阳掌可以解除，天山童姥曾凭此挟制三十六洞洞主、七十二岛岛主。生死符实是武林中第一等的暗器，是利用酒、水等液体，逆运真气，将刚阳之气转为阴柔，使掌心中发出来的真气冷于寒冰数倍，手中液体自然凝结成冰。发射生死符更有学问，在这片薄冰之上，如何附着阳刚内力，又如何附着阴柔内力，如何附以三分阳、七分阴，或者是六分阴、四分阳，虽只阴阳二气，但先后之序既异，多寡之数又复不同，随心所欲，变化万千。唯有天山童姥的镇痛止痒之药，方能保证生死符一年之内可不发作。,天山童姥、虚竹,逍遥派,天龙八部
天山六阳掌,掌法,逍遥派的高明掌法，也是生死符的破解法门，天山童姥将其传授给虚竹。天山六阳掌是逍遥派少有的刚猛掌法之一，天山童姥和无崖子都精通此掌法，李秋水对此掌法也很了解。天山六阳掌共有九式，书中记载第二式——阳春白雪；第七式——阳关三叠；另有一式——阳歌天钧，但不确定为第几式，其余则没作介绍。六阳掌是一门阴阳二气相结合的掌法，如体内无阴阳二气，则体会不到此掌法的妙处。天山童姥被虚竹救往西夏皇宫冰库藏匿期间，为对付李秋水便打算把天山六阳掌教给虚竹，不料虚竹不肯助其杀人。因此，天山童姥用谋在虚竹身上种落生死符，再假称教他破解之道，把天山六阳掌的功夫倾囊相授。因此在李秋水追入冰库要杀天山童姥时，虚竹无意间使出“阳春白雪”、“阳关三叠”以及“阳歌天钧”三招接下李秋水攻击。在天山童姥死后，虚竹继承灵鹫宫，因可怜三十六洞、七十二岛众人身受生死符苦楚，遂使用天山六阳掌帮他们拔除生死符，赢得众人真心相随，后来也凭借天山六阳掌力斗丁春秋，以生死符逼他就范受擒。,天山童姥、虚竹,逍遥派,天龙八部
天山折梅手,擒拿,逍遥派上乘武学，共是三路掌法，三路擒拿法，可变化成各种兵器招式，修练的内功口诀只有十二句八十四个字，但非常拗口，接连七个平声字后，跟着七个仄声字，口诀字句与声韵呼吸之理全然相反，是一种调匀真气的法门，但若身怀小无相功便可事半功倍，天山童姥将之传授虚竹以对抗李秋水。,虚竹,逍遥派,天龙八部
天长地久不老长春功,内功,第一版原称“天上地下唯我独尊功”，第二版原称“八荒六合唯我独尊功”，漫画版是“纯阳至尊功”的逆练版本，是天山童姥所习的内功，主要修炼手少阳三焦经，威力极为霸道强劲，习练者每三十年返老还童一次，每次返老还童时，内功必须重新再练，练功时盘膝坐下，右手食指指天，左手食指指地，鼻孔中喷出两条淡淡白气，直至白气渐浓、遮没面目。练功前要饮用生血搭配，在第三版中丁春秋练有此功的残缺版“不老长春功”。,天山童姥、丁春秋,逍遥派,天龙八部
白虹掌力,掌法,逍遥派武学，是李秋水的武功，发出掌力曲直如意，可变化方向，相当厉害。,李秋水,逍遥派,天龙八部
传音搜魂大法,奇门,逍遥派武学，李秋水曾用来搜索天山童姥跟虚竹的行踪。,李秋水,逍遥派,天龙八部
斗转星移,奇门,姑苏慕容一家世传绝技，由慕容家前代高手慕容龙城所创，乃是一门借力打力之技，令对手自作自受，死于自身武学，创下慕容氏“以彼之道，还施彼身”的名声。,慕容龙城、慕容博、慕容复,姑苏慕容,天龙八部
慕容氏家传剑法,剑法,招招连绵不绝，犹似行云流水一般，瞬息之间，使敌人全身便如罩在一道光幕之中。,慕容复,姑苏慕容,天龙八部
柳絮剑法,剑法,慕容复在曼陀山庄要刺杀段誉所使用的剑法，招式缓缓刺出，因为剑招拖缓，隐去了兵刃上的刺风之声。,慕容复,姑苏慕容,天龙八部
参合指,指法,姑苏慕容氏的绝技之一，慕容博曾用来点倒段正淳和巴天石。,慕容博,姑苏慕容,天龙八部
袖中指,指法,慕容博用来点倒金算盘崔百泉和他的师侄过彦之的武功。,慕容博,姑苏慕容,天龙八部
降魔刀法,刀法,少林寺武学，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,少林寺,天龙八部
柴刀十八路,刀法,广西黎山洞黎老汉所创的刀法，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,广西黎山洞,天龙八部
回风拂柳刀,刀法,江南史家武学，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,江南史家,天龙八部
慈悲刀,刀法,宁波天童寺心观老和尚所创，只制敌而不杀人，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,宁波天童寺,天龙八部
后山三绝招,刀法,金刀杨老令公上阵擒敌的招数，本是长柄大砍刀的招数，慕容复化名西夏武士李延宗时，和段誉在谷仓交手时，改用单刀使出。,慕容复,,天龙八部
弹腿,腿法,西夏回人的武学，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,,天龙八部
羽衣刀,刀法,太乙派武学，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,太乙派,天龙八部
郝家刀法,刀法,山西郝家武学，是慕容复化名西夏武士李延宗时，和段誉在谷仓交手时所用的武功之一。,慕容复,山西郝家,天龙八部
八卦刀法,刀法,慕容复和段誉在少林寺大战时，慕容复所使出的刀法。,慕容复,,天龙八部
六合刀,刀法,慕容复和段誉在少林寺大战时，慕容复所使出的刀法。,慕容复,,天龙八部
渔叟钩法,奇门,北海拓跋氏由深海钩鱼的钩法中变化出的一路招式，慕容复和段誉在少林寺大战时，慕容复意图和段誉同归于尽的武功。,慕容复,北海拓跋氏,天龙八部
火焰刀,奇门,鸠摩智绝学，凝内力于掌缘，挥手斩出以劲伤人。与六脉神剑有异曲同功之妙，但威力逊色许多。,鸠摩智,,天龙八部
控鹤功,奇门,鸠摩智的绝技之一，具备隔空移物之能，和擒龙功有异曲同工之妙。,鸠摩智,,天龙八部
枯荣禅功,内功,大理段氏天龙寺的武学，又简称枯禅，枯荣长老在双树院苦修数十年，脸庞半边滑嫩半边枯瘦，典出释迦牟尼在拘尸那城娑罗双树间入灭，东西南北，各有双树一荣一枯的典故。,枯荣长老,大理天龙寺,天龙八部
金刚指,指法,少林旁支福建蒲田达摩下院的正宗绝技，是黄眉僧最擅长的武功。,黄眉僧,少林派,天龙八部
锁喉擒拿手,擒拿,又名锁喉功，是丐帮副帮主马大元的家传绝技，除了马家子弟之外，无人会使。,马大元,丐帮,天龙八部
缠丝擒拿手,擒拿,丐帮长老白世镜的功夫，为延请薛慕华诊治阿朱，传授七招给他。,白世镜,丐帮,天龙八部
化功大法,内功,星宿老怪丁春秋横行武林的绝技，脱胎于北冥神功，需借由神木王鼎吸纳毒质才能练就，在第一、二版中可以消融敌手内劲，但没法引为己用，在第三版中被削弱成只是靠毒物暂时封住敌人手腕经脉而没法使用内功。,丁春秋,星宿派,天龙八部
碧磷针,暗器,星宿派的暗器、毒物之一。,,星宿派,天龙八部
无形粉,暗器,星宿派的暗器、毒物之一。,,星宿派,天龙八部
三笑逍遥散,暗器,星宿派的暗器、毒物之一。因使人中毒、面部抽蓄三次怪笑之后即毙命。苏星河、玄难，乃命丧与此毒。,丁春秋,星宿派,天龙八部
腐尸毒,奇门,极阴毒之武功，以极毒的毒爪杀死身旁的人（即便是弟子），再把中毒的尸体丢向对方尸体落下时的毒沙含有剧毒，若非轻功绝佳之人，此招难以躲避。,,星宿派,天龙八部
极乐刺,暗器,星宿派的暗器、毒物之一。,,星宿派,天龙八部
穿心钉,暗器,星宿派的暗器、毒物之一。,,星宿派,天龙八部
铄心弹,暗器,星宿派首徒摘星子用以惩戒师弟的含毒火焰弹。,摘星子,星宿派,天龙八部
三阴蜈蚣爪,爪法,星宿老怪丁春秋所创之毒功，曾传给徒弟出尘子。,丁春秋、出尘子,星宿派,天龙八部
抽髓掌,掌法,星宿老怪丁春秋所创之毒功，曾传给徒弟出尘子。,丁春秋、出尘子,星宿派,天龙八部
百胜软鞭,鞭法,伏牛派鞭法，最强的一招天灵千裂是仅有掌门练就不传之招，是第二十七招的第四变招，是王语嫣认为虽然招法古怪，却算不得是上乘武学，只不过力道十分刚猛。,,伏牛派,天龙八部
五虎断门刀,刀法,云州秦家寨的镇寨绝学，乃是前代寨主秦公望所创，一共六十四招，但流传下来仅有五十九招，欠缺最精要得白虎跳涧、一啸风生、剪扑自如、雄霸群山跟伏象胜狮五招。,,云州秦家寨,天龙八部
青字九打,暗器,四川青城派的镇山绝技之一，以独门兵刃雷公轰搭配不同暗器使出，钢锥中空，内部装有强力的机簧，而锥尖弯曲，更使人决计想不到可由此中发射暗器，带锥中空管却是笔直的，击锤发出暗器时去势之快，劲道之强，武林中罕有其匹。青字第四打的功夫，名叫做青蜂钉，诸保昆曾用蓬莱派的天王补心针冒充使出。此外，王语嫣认为铁莲子和铁菩提用法不同，青字九打应改称十打较恰当。,诸保昆,四川青城派,天龙八部
城字十八破,奇门,四川青城派的镇山绝技之一，以独门兵刃雷公轰施展，王语嫣认为破甲、破盾、破牌三式可以合并为一。,,四川青城派,天龙八部
雷公着地轰,奇门,青城派以独门兵器雷公轰以地堂功夫施展的招式，出招时在地下滚动跳跃，使敌人无所措手。,,四川青城派,天龙八部
地母雷网,阵法,四川青城派内两人以雷公着地轰一招组成的合击阵式。,,四川青城派,天龙八部
天王补心针,暗器,山东蓬莱派的暗器绝技。,诸保昆,山东蓬莱派,天龙八部
铁拐阵,阵法,山东蓬莱派的合击阵式。,,山东蓬莱派,天龙八部
擒龙功,奇门,丐帮百年无人练成的神功，具有隔空移物之能，与“降龙廿八掌”经萧峰删改糅合后成为威力更强大的“降龙十八掌”。在杏子林中，萧峰曾用来对付风波恶，使风波恶大为震惊。,萧峰,丐帮,天龙八部
罗汉大阵,阵法,少林寺阵法，由五百名僧众携手结阵，共持不同兵刃，或刀或剑，或杖或铲，人人奔跑如飞，东一簇、西一队将敌人围在中心，看似杂乱无章，其实暗含极厉害的阵法。,,少林寺,天龙八部
罗汉拳,拳法,少林寺入门武功之一，是拜师后所学的第一门武功。这个武功也是少数非虚构的武学，在现实生活里面确实有这套武功。,,少林寺,天龙八部
韦陀掌,掌法,少林寺入门武功之一，是拜师后所学的第二门武功。,,少林寺,天龙八部
太祖长拳,拳法,相传由宋太祖赵匡胤所创，简单实用的近身肉搏拳法，于北宋军中极为流行。玄难和萧峰曾在聚贤庄之战都用这门武功交手。,玄难、萧峰,,天龙八部
太祖棍,棍法,相传由宋太祖赵匡胤所创，易学实用的棍法，于北宋军中极为流行。现实中确实有这套武功。,,,天龙八部
达摩掌,掌法,少林武技之一。,,少林寺,天龙八部
伏虎掌,掌法,少林武技之一。,,少林寺,天龙八部
如来千手法,掌法,少林武技之一。,,少林寺,天龙八部
龙爪功,爪法,玄惭擒抓梅兰竹菊四剑所使的功夫。,玄惭,少林寺,天龙八部
虎爪手,爪法,玄愧擒抓梅兰竹菊四剑所使的功夫，少林高僧要捉拿萧峰时也曾用过。后来由武当二侠俞连舟发扬光大，更改良为阴险狠毒的虎爪绝户手。,玄愧,少林寺,天龙八部
鹰爪功,爪法,玄念擒抓梅兰竹菊四剑所使的功夫。少林高僧要捉拿萧峰时也曾用过。,玄念,少林寺,天龙八部
少林擒拿十八打,擒拿,玄净擒抓梅兰竹菊四剑所使的功夫。,玄净,少林寺,天龙八部
金刚指,指法,少林高僧在少林寺要捉拿萧峰时曾用过的武功。,,少林寺,天龙八部
握石掌,掌法,少林高僧在少林寺要捉拿萧峰时曾用过的武功。,,少林寺,天龙八部
大金刚掌,掌法,少林七十二绝技之一，派中往往要隔上百年，才有一个奇才能练成，仅有天龙八部书中只有玄慈练就，曾打伤过阿朱。,玄慈,少林寺,天龙八部
大韦陀杵,仗法,少林七十二绝技的第四十八门，中者后对方肋骨根断折。少林高僧玄悲即擅长此招，虽一共只十九招杵法，但招招极为威猛，也可以拳力施展，慕容博曾以拳击树，炫耀此技。在第二版中原名为“韦陀杵”。,玄悲、慕容博,少林寺,天龙八部
托钵掌,掌法,少林武学之一，在第三版中鸠摩智跟虚竹交手时施展的武功。,鸠摩智,少林寺,天龙八部
一拍两散,掌法,少林七十二绝技之一，玄寂和萧峰交手时曾经使出过，掌力极为雄浑，临敌时用不着使第二招，敌人便已毙命，而这一掌以如此排山倒海般的内力为根基，要想变招换式，亦非人力之所能。所谓“两散”，意指拍在石上，石屑四散、拍在人身，魂飞魄散，这路掌法也仅有一招。,玄寂,少林寺,天龙八部
排云双掌,掌法,在二版中为萧峰的得意功夫。,萧峰,丐帮,天龙八部
袖里乾坤,奇门,少林七十二绝技之一，拳劲隐藏在衣袖底发出，玄难曾在聚贤庄之战对付萧峰。,玄难,少林寺,天龙八部
天竺佛指,指法,少林七十二绝技之一，玄寂曾以这门指力救援被萧峰攻击的玄难。,玄寂,少林寺,天龙八部
拈花指,指法,少林七十二绝技之一，鸠摩智曾在天龙寺展现过，出指轻柔轻弹，微笑间克敌致胜，典出佛经中迦叶尊者拈花微笑的典故，是慕容博入藏经阁偷学的第一门武功。,鸠摩智、慕容博,少林寺,天龙八部
多罗叶指,指法,少林七十二绝技之一，鸠摩智曾在天龙寺展现过，指力可碎裂搭扣等金属片，十分霸道。,鸠摩智,少林寺,天龙八部
无相劫指,指法,少林七十二绝技之一，是萧远山入藏经阁偷学的第一门武功，鸠摩智曾在天龙寺展现过，指力从衣袖中暗暗发出，全无形迹，鸠摩智曾言可“以本相破无相”破解无相劫指。(但佛家素有本相非相之说法，且至高境界为无色无相。故本相破无相之法似乎不可行。),萧远山、鸠摩智,少林寺,天龙八部
伏魔杖法,仗法,少林七十二绝技之一，是萧远山入藏经阁偷学的第三门武功。,萧远山,少林寺,天龙八部
袈裟伏魔功,奇门,少林七十二绝技之一，玄慈精擅的武学，但自认不及鸠摩智。,玄慈,少林寺,天龙八部
般若掌,掌法,少林七十二绝技之一，乃是少林寺最精深的掌法，以“空、无、非空、非无”为要旨，是少林寺第八代方丈元元大师所创，也是萧远山入藏经阁偷学的第二门武功。最后一招“一空到底”可将对方的攻击化于无形。招数：峡谷天风，慑伏外道，天衣无缝，一空到底。,萧远山,少林寺,天龙八部
摩诃指,指法,少林七十二绝技之一，是一名挂单于少林寺四十年的七指头陀所创，第三版设定说因是外来头陀所留下的武功，和少林本门武功颇有不同，纯走刚猛路子，练少林佛门柔功者决不可练，否则内息极易走岔。招式：以逸待劳，三入地狱。,,少林寺,天龙八部
降魔掌,掌法,少林七十二绝技之一，少林寺第八代方丈元元大师所创，出掌轻柔，若有若无，和摩诃指无法同练，萧峰曾在少林寺中获得传授。,萧峰,少林寺,天龙八部
善勇猛拳法,拳法,少林七十二绝技之一，第三版中萧远山藏经阁偷得的武功。,萧远山,少林寺,天龙八部
九天九地方便铲法,奇门,少林七十二绝技之一，第三版中萧远山和慕容博在藏经阁外较量时，萧远山曾将之化入掌法中使出。,萧远山,少林寺,天龙八部
大金刚拳,拳法,少林七十二绝技之一，少林寺第十一代通字辈的六位高僧，穷三十六年之功，共同钻研而成，劲力偏刚猛一路。招式：洛钟东应，七星聚会。,,少林寺,天龙八部
燃木刀法,刀法,少林七十二绝技之一，刀法练成需在干木旁快劈八十一刀，藉刀上发出的热力将木材点燃生火，当年萧峰的师父玄苦大师即擅此技。,玄苦,少林寺,天龙八部
如影随形腿,腿法,少林七十二绝技之一，一腿既出，第二腿如影随形，紧跟攻击，鸠摩智曾用来对付虚竹。,鸠摩智,少林寺,天龙八部
大智无定指,指法,少林七十二绝技之一，鸠摩智曾用来对付虚竹。,鸠摩智,少林寺,天龙八部
去烦恼指,指法,少林七十二绝技之一，鸠摩智曾用来对付虚竹。,鸠摩智,少林寺,天龙八部
寂灭抓,爪法,少林七十二绝技之一，鸠摩智曾用来对付虚竹。,鸠摩智,少林寺,天龙八部
因陀罗抓,爪法,少林七十二绝技之一，鸠摩智曾用来对付虚竹。,鸠摩智,少林寺,天龙八部
伏虎拳,拳法,五台山清凉寺的绝技之一。,,五台山清凉寺,天龙八部
伏魔剑,剑法,五台山清凉寺的绝技之一，共有五十一招。,,五台山清凉寺,天龙八部
心意气混元功,内功,五台山清凉寺的绝技之一。,,五台山清凉寺,天龙八部
普门杖法,仗法,五台山清凉寺的绝技之一。,,五台山清凉寺,天龙八部
神足经,内功,全名为摩伽陀国欲三摩地断行成就神足经，第三版中游坦之因缘际会下捡到萧峰掉的武学秘笈，原先第一、二版都描述为易筋经，但第三版修改为神足经，乃是天竺国古代高人所创的的瑜伽秘术，以连串外国僧人的图画显示修练内功的诀窍。,游坦之,,天龙八部
冰蚕毒掌,掌法,游坦之吸取雪山千年冰蚕的毒性后练成的神功，能在一瞬间运转体内的涷气通过手掌发出来，可以直接隔着空气伤人，中者转眼间冰封一具雪人，大为难当。,游坦之,,天龙八部
腐尸毒,奇门,星宿派的阴毒武功，抓住一个活人向敌人掷出，其实一抓之承，先已将该人抓死，手抓中所喂的剧毒渗入血液，使那人满身都是尸毒，敌人倘若出掌将那人掠开，势非沾到尸毒不可。就算以兵刃拨开，尸毒亦会沿兵刃沾上手掌。甚至闪身躲避，或是以劈空掌之类武功击打，亦难免受到毒气的侵袭。这门功夫的要旨，全在成带有剧毒的深厚内力，能将人一抓而毙，尸身上随即沾毒，功夫本来却并无别般巧妙。这道理星宿派门人个个都懂，就是练不到如此内力而已。,丁春秋,星宿派,天龙八部
连珠腐尸毒,奇门,星宿派的阴毒武功，比腐尸毒更上一层楼，以连珠手法将人抓死后掷出。,丁春秋,星宿派,天龙八部
通臂拳,拳法,丐帮长老陈孤雁跟风波恶交手时所使出的拳法套路。,陈孤雁,丐帮,天龙八部
大别山回打软鞭十三式,鞭法,湖北阮家家传功夫之一，丐帮长老陈孤雁改以布袋使出。,陈孤雁,湖北阮家,天龙八部
